,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
1561,150106.SZ,中小A,易方达基金,中国建设银行,股票型,20120920,20190919,20121025,20120820,20190920,0.7539,1.0,0.22,7.0,1.0,5.0,,中小板价格指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121025,,E
1562,150107.SZ,中小B,易方达基金,中国建设银行,股票型,20120920,20190919,20121025,20120820,20190920,0.7539,1.0,0.22,7.0,1.0,5.0,,中小板价格指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20121025,,E
1563,150108.SZ,同辉100A,长盛基金,中国建设银行,股票型,20120913,20170912,20120926,20120820,20170913,2.9503,1.0,0.22,5.0,1.0,5.0,,深证100等权重指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E
1564,150109.SZ,同辉100B,长盛基金,中国建设银行,股票型,20120913,20170912,20120926,20120820,20170913,2.9503,1.0,0.22,5.0,1.0,5.0,,深证100等权重指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E
1565,150092.SZ,诺德300A,诺德基金,中国银行,股票型,20120910,20200701,20120924,20120801,20200702,0.3386,1.0,0.2,,1.0,5.0,,深证300价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120924,,E
1566,150093.SZ,诺德300B,诺德基金,中国银行,股票型,20120910,20200701,20120924,20120801,20200702,0.3386,1.0,0.2,,1.0,5.0,,深证300价格指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120924,,E
1567,150094.SZ,泰信400A,泰信基金,中国工商银行,股票型,20120907,20201123,20120921,20120806,20201120,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120921,,E
1568,150095.SZ,泰信400B,泰信基金,中国工商银行,股票型,20120907,20201123,20120921,20120806,20201120,0.12,1.0,0.22,,1.0,5.0,,中证锐联基本面400指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120921,,E
1569,150110.SZ,华商500A,华商基金,中国工商银行,股票型,20120906,20150511,20120926,20120801,20150512,0.8333,1.0,0.22,3.0,1.0,5.0,,中证500指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E
1570,150111.SZ,华商500B,华商基金,中国工商银行,股票型,20120906,20150511,20120926,20120801,20150512,1.2499,1.0,0.22,3.0,1.0,5.0,,中证500指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120926,,E
1571,510440.SH,500沪市ETF,大成基金,中国银行,股票型,20120824,20221124,20121008,20120730,20221222,5.4106,0.5,0.1,,1.0,0.1,,中证500沪市指数,D,被动指数型,契约型开放式,,20121008,20121008,E
1572,510430.SH,50等权ETF,银华基金,中国建设银行,股票型,20120823,20200923,20120924,20120723,20201218,11.7992,0.5,0.1,,1.0,0.1,,上证50等权重指数,D,被动指数型,契约型开放式,,20120924,20120924,E
1573,510900.SH,H股ETF,易方达基金,交通银行,股票型,20120809,,20121022,20120709,,16.1654,0.6,0.15,,1.0,0.1,,恒生中国企业指数(使用估值汇率折算),L,被动指数型,契约型开放式,,20121022,20121022,E
1574,159920.SZ,恒生ETF,华夏基金,中国银行,股票型,20120809,,20121022,20120709,,35.8556,0.6,0.15,,1.0,0.1,,(人民币/港币汇率*恒生指数)收益率,L,被动指数型,契约型开放式,,20121022,20121022,E
1575,161820.SZ,银华纯债LOF,银华基金,中国工商银行,债券型,20120809,,20120905,20120709,,19.4487,0.3,0.1,,1.0,0.1,,中债综合指数(全价),L,债券型,契约型开放式,,20120910,20120910,E
1576,150090.SZ,成长A,万家基金,中国工商银行,股票型,20120802,20180814,20121012,20120702,20180814,0.7405,1.0,0.22,,1.0,5.0,,中证创业成长指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20121012,,E
1577,150091.SZ,成长B,万家基金,中国工商银行,股票型,20120802,20180814,20121012,20120702,20180814,0.7405,1.0,0.22,,1.0,5.0,,中证创业成长指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20121012,,E
1578,160916.SZ,优选LOF,大成基金,中国银行,混合型,20120727,,20121228,20120806,,35.729,1.2,0.2,,1.0,0.1,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20120917,20120917,E
1579,164702.SZ,汇添富季季红定开,汇添富基金,中国建设银行,债券型,20120726,,20121025,20120614,,6.2197,0.6,0.2,,1.0,0.1,,银行三年期定期存款利率(税后)+1%,L,债券型,契约型开放式,,20150727,20150727,E
1580,150001.SZ,瑞福进取,国投瑞银基金,中国工商银行,股票型,20120717,20150813,20120817,20120717,20150814,36.4581,1.0,0.22,3.0,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120817,,E
1581,150096.SZ,商品A,招商基金,中国工商银行,股票型,20120628,20170628,20120725,20120521,20170629,3.1786,1.0,0.22,5.0,1.0,5.0,,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120725,,E
1582,150097.SZ,商品B,招商基金,中国工商银行,股票型,20120628,20170628,20120725,20120521,20170629,3.1786,1.0,0.22,5.0,1.0,5.0,,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120725,,E
1583,150105.SZ,HS300B,华安基金,中国建设银行,股票型,20120625,20200616,20120723,20120601,20200617,1.9729,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120723,,E
1584,150104.SZ,HS300A,华安基金,中国建设银行,股票型,20120625,20200616,20120723,20120601,20200617,1.9729,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120723,,E
1585,164810.SZ,工银纯债定开,工银瑞信基金,交通银行,债券型,20120621,,20120920,20120521,,48.0881,0.6,0.2,,1.0,0.1,,三年期银行定期存款收益率(税后),L,债券型,契约型开放式,,20150623,20150623,E
1586,161117.SZ,易基永旭添利定开,易方达基金,中国工商银行,债券型,20120619,,20120718,20120604,,16.8531,0.4,0.1,,1.0,0.1,,两年期银行定期存款收益率(税前)+0.5%,L,债券型,契约型开放式,,20140619,20140619,E
1587,510420.SH,180EWETF,景顺长城基金,中国银行,股票型,20120612,20181026,20120709,20120502,20191108,12.7046,0.5,0.1,,1.0,0.1,,上证180等权重指数,D,被动指数型,契约型开放式,,20120709,20120709,E
1588,150089.SZ,金鹰500B,金鹰基金,交通银行,股票型,20120605,20160824,20120703,20120423,20160824,0.2566,1.0,0.22,,1.0,5.0,,中证500指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120703,,E
1589,150088.SZ,金鹰500A,金鹰基金,交通银行,股票型,20120605,20160824,20120703,20120423,20160824,0.2566,1.0,0.22,,1.0,5.0,,中证500指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120703,,E
1590,150080.SZ,双佳B,国联安基金,中国光大银行,债券型,20120604,20150603,20120822,20120507,20150604,4.9197,0.7,0.2,3.0,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20120822,,E
1591,163821.SZ,沪深300等权LOF,中银基金,招商银行,股票型,20120517,,20120713,20120409,,14.908,0.75,0.15,,1.0,0.1,,沪深300等权重指数收益率*95%+同期银行活期存款利率*5%,L,被动指数型,契约型开放式,,20120713,20120713,E
1592,160128.SZ,南方金利定开,南方基金,中国工商银行,债券型,20120517,,20120716,20120411,,9.5365,0.6,0.18,,1.0,0.1,,三年期定期存款收益率(税后),L,债券型,契约型开放式,,20150518,20150518,E
1593,150099.SZ,同庆800B,长盛基金,中国建设银行,股票型,20120512,20150520,20120531,20120515,20150521,23.5313,1.0,0.22,3.0,1.0,5.0,,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120531,,E
1594,150098.SZ,同庆800A,长盛基金,中国建设银行,股票型,20120512,20150520,20120531,20120515,20150521,15.6875,1.0,0.22,3.0,1.0,5.0,,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120531,,E
1595,150086.SZ,中小板B,申万菱信基金,中国农业银行,股票型,20120508,20170508,20120528,20120405,20170508,0.8251,1.0,0.22,5.0,1.0,5.0,,中小板指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20120528,,E
1596,150085.SZ,中小板A,申万菱信基金,中国农业银行,股票型,20120508,20170508,20120528,20120405,20170508,0.8251,1.0,0.22,5.0,1.0,5.0,,中小板指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20120528,,E
1597,150077.SZ,浙商进取,浙商基金,华夏银行,股票型,20120507,20180819,20120713,20120328,20180813,0.0914,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120713,,E
1598,150083.SZ,深证100A,广发基金,中国建设银行,股票型,20120507,20200525,20120612,20120327,20200522,1.1059,1.0,0.22,,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120612,,E
1599,165516.SZ,中信保诚周期LOF,中信保诚基金,中国银行,混合型,20120507,,20121105,20120314,,3.0849,1.2,0.2,,1.0,0.1,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20120621,20120621,E
1600,150084.SZ,深证100B,广发基金,中国建设银行,股票型,20120507,20200525,20120612,20120327,20200522,1.1059,1.0,0.22,,1.0,5.0,,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120612,,E
1601,159919.SZ,沪深300ETF,嘉实基金,中国银行,股票型,20120507,,20120528,20120405,,193.3331,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E
1602,150076.SZ,浙商稳健,浙商基金,华夏银行,股票型,20120507,20180819,20120713,20120328,20180813,0.0914,1.0,0.22,,1.0,5.0,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120713,,E
1603,161019.SZ,富国天锋LOF,富国基金,中国建设银行,债券型,20120507,,20120628,20120405,,9.4578,0.6,0.2,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20150507,20150507,E
1604,150082.SZ,信达利B,信达澳亚基金,中国建设银行,债券型,20120507,20150506,20120716,20120416,20150507,0.9124,0.7,0.2,3.0,1.0,0.1,,中国债券总指数,D,债券型,契约型封闭式,,20120716,,E
1605,510300.SH,沪深300ETF,华泰柏瑞基金,中国工商银行,股票型,20120504,,20120528,20120405,,329.6863,0.5,0.1,,1.0,0.1,,沪深300指数,L,被动指数型,契约型开放式,,20120528,20120528,E
1606,160216.SZ,国泰商品LOF,国泰基金,中国建设银行,股票型,20120503,,20150407,20120326,,3.0929,1.5,0.35,,1.0,0.1,,国泰大宗商品配置指数(全收益指数),L,股票型,契约型开放式,,20120606,20120606,E
1607,150079.SZ,通利债B,银河基金,北京银行,债券型,20120425,20140424,20120608,20120315,20140425,7.611,0.7,0.2,2.0,1.0,5.0,,中债综合全价指数,D,债券型,契约型封闭式,,20120608,,E
1608,150087.SZ,信用B,中欧基金,中国邮政储蓄银行,债券型,20120416,20150415,20130227,20120326,20150416,2.2071,0.7,0.2,3.0,1.0,5.0,,中债综合(全价)指数,D,债券型,契约型封闭式,,20130227,,E
1609,150081.SZ,双盈B,中信保诚基金,中国银行,债券型,20120413,20150410,20120712,20120326,20150413,1.0932,0.7,0.2,3.0,1.0,5.0,,中信标普全债指数收益率,D,债券型,契约型封闭式,,20120712,,E
1610,510410.SH,资源ETF,博时基金,中国建设银行,股票型,20120410,,20120511,20120305,,9.1026,0.5,0.1,,1.0,0.1,,上证自然资源指数收益率,L,被动指数型,契约型开放式,,20120511,20120511,E
1611,163412.SZ,兴全轻资产LOF,兴证全球基金,招商银行,混合型,20120405,,20120531,20120227,,9.9393,1.2,0.2,,1.0,0.1,,沪深300指数*80%+中证国债指数*20%,L,混合型,契约型开放式,,20120531,20120531,E
1612,150073.SZ,诺安稳健,诺安基金,中国银行,股票型,20120329,20190530,20120427,20120227,20190529,0.3639,1.0,0.2,,1.0,0.1,,中证创业成长指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120427,,E
1613,150075.SZ,诺安进取,诺安基金,中国银行,股票型,20120329,20190530,20120427,20120227,20190529,0.5459,1.0,0.2,,1.0,0.1,,中证创业成长指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120427,,E
1614,150071.SZ,盛世A,中欧基金,广发银行,股票型,20120329,20150327,20120427,20120215,20150330,0.1297,1.5,0.25,3.0,1.0,0.1,,沪深300指数收益率*75%+中证全债指数收益率*25%,D,股票型,契约型封闭式,,20120427,,E
1615,150072.SZ,盛世B,中欧基金,广发银行,股票型,20120329,20150327,20120427,20120215,20150330,0.1297,1.5,0.25,3.0,1.0,0.1,,沪深300指数收益率*75%+中证全债指数收益率*25%,D,股票型,契约型封闭式,,20120427,,E
1616,160416.SZ,石油基金LOF,华安基金,中国建设银行,股票型,20120329,,20120502,20120227,,5.2906,1.0,0.28,,1.0,0.1,,标普全球石油净总收益指数收益率(S&P Global Oil Index Net Total Return),L,被动指数型,契约型开放式,,20120502,20120502,E
1617,150069.SZ,双力A,国联安基金,中国建设银行,股票型,20120323,20150320,20120416,20120220,20150323,1.7914,1.0,0.22,3.0,1.0,0.1,,中小板综指收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120416,,E
1618,150070.SZ,双力B,国联安基金,中国建设银行,股票型,20120323,20150320,20120416,20120220,20150323,1.7914,1.0,0.22,3.0,1.0,0.1,,中小板综指收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120416,,E
1619,159918.SZ,中创400ETF,嘉实基金,中国工商银行,股票型,20120322,,20120511,20120220,,2.8656,0.5,0.1,,1.0,0.1,,中创400指数,L,被动指数型,契约型开放式,,20120511,20120511,E
1620,159917.SZ,中小成长,国泰基金,中国银行,股票型,20120315,20150826,20120406,20120130,20150827,3.4513,0.5,0.1,,1.0,0.1,,中小板300成长指数,D,被动指数型,契约型开放式,,20120406,20120406,E
1621,150050.SZ,消费进取,南方基金,中国工商银行,股票型,20120313,20201116,20120425,20120207,20201116,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,D,股票型,契约型封闭式,,20120425,,E
1622,160127.SZ,南方消费LOF,南方基金,中国工商银行,股票型,20120313,,20201130,20120207,,11.7757,1.2,0.2,,1.0,0.1,,中证内地消费主题指数收益率*55%+中证港股通主要消费综合指数(人民币)收益率*30%+中证综合债指数收益率*15%,L,股票型,契约型开放式,,20120425,20120425,E
1623,150049.SZ,消费收益,南方基金,中国工商银行,股票型,20120313,20201116,20120425,20120207,20201116,3.7613,1.5,0.25,,1.0,0.1,,中证内地消费主题指数*80%+上证国债指数*20%,D,股票型,契约型封闭式,,20120425,,E
1624,163819.SZ,中银信用增利LOF,中银基金,中信银行,债券型,20120312,,20120718,20120130,,22.0776,0.7,0.2,,1.0,0.1,,中债企业债总全价指数收益率*80%+中债国债总全价指数收益率*20%,L,债券型,契约型开放式,,20150312,20150312,E
1625,150078.SZ,回报B,金鹰基金,中国邮政储蓄银行,债券型,20120309,20150306,20120328,20120220,20150309,1.4654,0.7,0.2,3.0,1.0,5.0,,中国债券综合指数(财富)增长率,D,债券型,契约型封闭式,,20120328,,E
1626,161614.SZ,融通四季添利LOF,融通基金,中国工商银行,债券型,20120301,,20120406,20120116,,12.8176,0.6,0.2,,1.0,0.1,,中债综合指数收益率,L,债券型,契约型开放式,,20140303,20140303,E
1627,150068.SZ,双翼B,诺德基金,华夏银行,债券型,20120216,20150213,20120423,20120109,20150216,1.3458,0.7,0.2,3.0,1.0,0.1,,中国债券总指数,D,债券型,契约型封闭式,,20120423,,E
1628,150051.SZ,沪深300A,中信保诚基金,中国建设银行,股票型,20120201,20201231,20120217,20111221,20210104,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120217,,E
1629,165515.SZ,中信保诚300LOF,中信保诚基金,中国建设银行,股票型,20120201,,20210203,20111221,,2.2364,1.0,0.2,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20120217,20120217,E
1630,150052.SZ,沪深300B,中信保诚基金,中国建设银行,股票型,20120201,20201231,20120217,20111221,20210104,0.8334,1.0,0.22,,1.0,0.1,,沪深300指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20120217,,E
1631,150055.SZ,500A,工银瑞信基金,中国银行,股票型,20120131,20200217,20120330,20111226,20200217,0.0767,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120330,,E
1632,150056.SZ,500B,工银瑞信基金,中国银行,股票型,20120131,20200217,20120330,20111226,20200217,0.1151,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120330,,E
1633,150057.SZ,中小300A,长城基金,中国建设银行,股票型,20120130,20180812,20120221,20111219,20180806,0.1846,1.0,0.22,,1.0,0.1,,中小板300(价格)指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120221,,E
1634,150058.SZ,中小300B,长城基金,中国建设银行,股票型,20120130,20180812,20120221,20111219,20180806,0.2769,1.0,0.22,,1.0,0.1,,中小板300(价格)指数收益率*95%+活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120221,,E
1635,150067.SZ,互利B,国泰基金,中国建设银行,债券型,20111229,20200318,20120117,20111205,20200318,5.397,0.7,0.2,,1.0,0.1,,中证全债指数收益率,D,债券型,契约型封闭式,,20120117,,E
1636,150066.SZ,互利A,国泰基金,中国建设银行,债券型,20111229,20200318,20120117,20111205,20200318,5.397,0.7,0.2,,1.0,0.1,,中证全债指数收益率,D,债券型,契约型封闭式,,20120117,,E
1637,165513.SZ,中信保诚商品LOF,中信保诚基金,中国银行,混合型,20111220,,20120113,20111109,,2.9485,1.75,0.3,,1.0,0.1,,标准普尔高盛商品总收益指数(S&P GSCI Commodity Total Return Index),L,混合型,契约型开放式,,20120109,20120109,E
1638,150063.SZ,浦银增B,浦银安盛基金,上海银行,债券型,20111213,20141212,20120309,20111107,20141215,2.7176,0.7,0.2,3.0,1.0,0.1,,中信标普全债指数,D,债券型,契约型封闭式,,20120309,,E
1639,150062.SZ,浦银增A,浦银安盛基金,上海银行,债券型,20111213,20141212,20120309,20111107,20141215,6.341,0.7,0.2,3.0,1.0,0.1,,中信标普全债指数,D,债券型,契约型封闭式,,20120309,,E
1640,161219.SZ,国投新兴产业LOF,国投瑞银基金,中国建设银行,混合型,20111213,,20120116,20111110,,6.5004,1.2,0.2,,1.0,0.1,,中证新兴产业指数*55%+中债总指数*45%,L,灵活配置型,契约型开放式,,20120116,20120116,E
1641,150061.SZ,丰泽B,鹏华基金,中国邮政储蓄银行,债券型,20111208,20141205,20111226,20111102,20141208,9.0009,0.7,0.2,3.0,1.0,0.1,,中债总指数收益率,D,债券型,契约型封闭式,,20111226,,E
1642,150059.SZ,资源A级,银华基金,中国银行,股票型,20111208,20200929,20111221,20111107,20200930,0.9583,1.0,0.2,,1.0,0.1,,中证内地资源主题指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20111221,,E
1643,150060.SZ,资源B级,银华基金,中国银行,股票型,20111208,20200929,20111221,20111107,20200930,1.4375,1.0,0.2,,1.0,0.1,,中证内地资源主题指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20111221,,E
1644,150065.SZ,同瑞B,长盛基金,中国农业银行,股票型,20111206,20200818,20120112,20111107,20200826,6.232,0.75,0.15,,1.0,0.1,,中证200指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120112,,E
1645,150064.SZ,同瑞A,长盛基金,中国农业银行,股票型,20111206,20200818,20120112,20111107,20200826,6.232,0.75,0.15,,1.0,0.1,,中证200指数收益率*95%+一年期银行定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20120112,,E
1646,150053.SZ,泰达500A,宏利基金,中国银行,股票型,20111201,20191105,20111222,20111024,20191104,1.1119,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+1年期定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20111222,,E
1647,150054.SZ,泰达500B,宏利基金,中国银行,股票型,20111201,20191105,20111222,20111024,20191104,0.7413,1.0,0.2,,1.0,0.1,,中证500指数收益率*95%+1年期定期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20111222,,E
1648,150046.SZ,丰利B,天弘基金,中国邮政储蓄银行,债券型,20111123,20141121,20120220,20111024,20141124,4.8364,0.7,0.2,3.0,1.0,0.1,,中债综合指数,D,债券型,契约型封闭式,,20120220,,E
1649,161017.SZ,500增强LOF,富国基金,中国农业银行,股票型,20111012,,20111021,20110909,,4.5549,1.0,0.15,,1.0,0.1,,"中证500指数收益率*95%+1%(指年收益率,评价时按期间折算)",L,增强指数型,契约型开放式,,20111021,20111021,E
1650,162411.SZ,华宝油气LOF,华宝基金,中国建设银行,股票型,20110929,,20120608,20110905,,3.7324,1.0,0.28,,1.0,0.1,,标普石油天然气上游股票指数(全收益指数),L,被动指数型,契约型开放式,,20111025,20111025,E
1651,150047.SZ,消费A,银华基金,中国建设银行,混合型,20110928,20191226,20111021,20110905,20191226,0.1903,2.0,0.35,,1.0,0.1,,中证内地消费主题指数收益率*80%+中国债券总指数收益率*20%,D,混合型,契约型封闭式,,20111021,,E
1652,150048.SZ,消费B,银华基金,中国建设银行,混合型,20110928,20191226,20111021,20110905,20191226,0.761,2.0,0.35,,1.0,0.1,,中证内地消费主题指数收益率*80%+中国债券总指数收益率*20%,D,混合型,契约型封闭式,,20111021,,E
1653,163208.SZ,全球油气能源LOF,诺安基金,招商银行,股票型,20110927,,20150217,20110829,,9.5103,1.5,0.35,,1.0,0.1,,标普能源行业指数(净收益)(S&P 500 Energy Sector Index(NTR)),L,股票型,契约型开放式,,20111110,20111110,E
1654,160125.SZ,南方香港LOF,南方基金,中国农业银行,股票型,20110926,,20111101,20110825,,2.9984,1.6,0.3,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+人民币同期活期存款利率*5%,L,股票型,契约型开放式,,20111101,20111101,E
1655,164606.SZ,信用增利LOF,华泰柏瑞基金,中国银行,债券型,20110922,,20111212,20110725,,2.1195,0.3,0.1,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20140922,20140922,E
1656,159913.SZ,深价值ETF,交银施罗德基金,中国农业银行,股票型,20110922,,20111025,20110829,,3.3233,0.5,0.1,,1.0,0.1,,深证300价值价格指数,L,被动指数型,契约型开放式,,20111025,20111025,E
1657,159915.SZ,创业板ETF,易方达基金,中国工商银行,股票型,20110920,,20111209,20110815,,5.6168,0.5,0.1,,1.0,0.1,,创业板指数,L,被动指数型,契约型开放式,,20111209,20111209,E
1658,510290.SH,上证380ETF,南方基金,中国建设银行,股票型,20110916,,20111108,20110822,,3.3045,0.5,0.1,,1.0,0.1,,上证380指数,L,被动指数型,契约型开放式,,20111108,20111108,E
1659,159912.SZ,深300ETF,汇添富基金,中国工商银行,股票型,20110916,,20111124,20110815,,5.2155,0.5,0.1,,1.0,0.1,,深证300指数,L,被动指数型,契约型开放式,,20111124,20111124,E
1660,159916.SZ,深F60ETF,建信基金,中国民生银行,股票型,20110908,,20111024,20110808,,3.8923,0.5,0.1,,1.0,0.1,,深证基本面60指数收益率,L,被动指数型,契约型开放式,,20111024,20111024,E
1661,159911.SZ,民营ETF,鹏华基金,中国建设银行,股票型,20110902,20200611,20111014,20110727,20200619,5.6855,0.5,0.1,,1.0,0.1,,深证民营价格指数,D,被动指数型,契约型开放式,,20111014,20111014,E
1662,160415.SZ,华安量化LOF,华安基金,中国银行,混合型,20110902,20220830,20111018,20110801,20220907,6.0804,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,D,混合型,契约型开放式,,20111018,20111018,E
1663,150044.SZ,增利A,海富通基金,中国建设银行,债券型,20110901,20140829,20111128,20110725,20140901,1.7641,0.7,0.2,3.0,1.0,0.1,,中证全债指数*90%+沪深300指数*10%,D,债券型,契约型封闭式,,20111128,,E
1664,150045.SZ,增利B,海富通基金,中国建设银行,债券型,20110901,20140829,20111128,20110725,20140901,0.441,0.7,0.2,3.0,1.0,0.1,,中证全债指数*90%+沪深300指数*10%,D,债券型,契约型封闭式,,20111128,,E
1665,164701.SZ,黄金LOF,汇添富基金,中国工商银行,股票型,20110831,,20120301,20110725,,6.1481,1.0,0.26,,1.0,0.1,,伦敦金价格收益率(折成人民币后),L,股票型,契约型开放式,,20110922,20110922,E
1666,162712.SZ,广发聚利LOF,广发基金,中国建设银行,债券型,20110805,,20111027,20110704,,3.3575,0.6,0.2,,1.0,0.1,,中证全债指数收益率,L,债券型,契约型开放式,,20140805,20140805,E
1667,510280.SH,成长ETF,华宝基金,中国银行,股票型,20110804,20181127,20111018,20110704,20190930,8.2175,0.5,0.1,,1.0,0.1,,上证180成长指数,D,被动指数型,契约型开放式,,20111018,20111018,E
1668,160719.SZ,嘉实黄金LOF,嘉实基金,中国工商银行,股票型,20110804,,20120210,20110704,,5.6803,1.0,0.26,,1.0,0.1,,伦敦金价格(汇率调整后),L,股票型,契约型开放式,,20110915,20110915,E
1669,159910.SZ,基本面120ETF,嘉实基金,中国银行,股票型,20110801,,20110927,20110701,,4.8591,0.5,0.1,,1.0,0.1,,深证基本面120指数,L,被动指数型,契约型开放式,,20110927,20110927,E
1670,165512.SZ,中信保诚机遇LOF,中信保诚基金,中国建设银行,混合型,20110801,,20110916,20110629,,4.2422,1.2,0.2,,1.0,0.1,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20110916,20110916,E
1671,161217.SZ,国投资源LOF,国投瑞银基金,中国工商银行,股票型,20110721,,20110829,20110620,,7.2639,0.6,0.13,,1.0,0.1,,中证上游资源产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20110829,20110829,E
1672,159909.SZ,TMT50ETF,招商基金,中国银行,股票型,20110627,,20110901,20110516,,3.472,0.5,0.1,,1.0,0.1,,深证TMT50指数,L,被动指数型,契约型开放式,,20110901,20110901,E
1673,150042.SZ,利鑫B,长信基金,中国邮政储蓄银行,债券型,20110624,20160624,20110923,20110608,20160624,2.121,0.7,0.2,5.0,1.0,0.1,,中债综合指数,D,债券型,契约型封闭式,,20110923,,E
1674,165311.SZ,信用债LOF,建信基金,交通银行,债券型,20110616,,20110909,20110516,,7.6126,0.3,0.1,,1.0,0.1,,中国债券总指数收益率,L,债券型,契约型开放式,,20140616,20140616,E
1675,163110.SZ,申万量化LOF,申万菱信基金,中国工商银行,股票型,20110616,,20110801,20110516,,5.1299,1.2,0.2,,1.0,0.1,,中证500指数收益率*90%+银行同业存款收益率(税后)*10%,L,股票型,契约型开放式,,20110801,20110801,E
